10,,fat_animal,eb11,"Matthew,Mark",1,"animal: water,wet",
1,,father,e003,"Matthew,Mark",1,"man: love,compassion",
5,,fear,e056,"Matthew,Mark",1,"mouth,said,speak: heart",worry:afraid
12,,feast,e054,"Matthew,Mark",1,"big: eat,food,meal: mouth,said,speak: thing",
5,,festival,e20b,"Matthew,Mark",1,"happy,joy: eat,food,meal: mouth,said,speak: thing",party
20,,few,e19b,"Matthew,Mark",1,,small
46,,fight,e283,"Matthew,Mark",1,,war:battle
41,,fill,e278,"Matthew,Mark",1,"cup,drink",
7,,find,e101,"Matthew,Mark",1,"good: search: hand: eye,see",
24,,finish,e232,"Matthew,Mark",1,,end
12,,fire,e301,"Matthew,Mark",1,,hot:heat
24,,first,e233,"Matthew,Mark",1,"beginning,start",
37,,fish,e263,"Matthew,Mark",1,,
37,,fisherman,e264,"Matthew,Mark",1,fish: person,
52,,five,e290,"Matthew,Mark",1,,
7,,fix,e09d,"Matthew,Mark",1,good: make: hand: person,
39,,flesh,e26b,"Matthew,Mark",1,soft: person,
51,,flip,e31d,"Matthew,Mark",1,,
31,,flour,ea35,"Matthew,Mark",1,"knife,cut: grain,wheat",
53,,flower,eb24,"Matthew,Mark",1,,
20,,flute,ea8b,"Matthew,Mark",1,"small,few: thing: mouth,said,speak",
35,,fly,e25b,"Matthew,Mark",1,,
12,,follow,e13e,"Matthew,Mark",1,"people: to,forward",
5,,food,e053,"Matthew,Mark",1,"mouth,said,speak: thing",meal:eat
18,,fool,ea7c,"Matthew,Mark",1,"no,not: wisdom,wise: know,knowledge: or",
12,,foot,e13d,"Matthew,Mark",1,person,
7,,for,e086,"Matthew,Mark",1,"hand: love,compassion: to,forward",give
12,,foreigner,e158,"Matthew,Mark",1,"person: no,not: land,.ground,earth",sojourner:gentile
31,,forgive,e18f,"Matthew,Mark",1,"no,not: kill,destroy: knife,cut: person",forgiveness
31,,forgiveness,e18f,"Matthew,Mark",1,"no,not: kill,destroy: knife,cut: person",forgive
51,,forward,e318,"Matthew,Mark",1,,to
17,,foundation,e179,"Matthew,Mark",1,"house: land,ground,earth: root",
52,,four,e28f,"Matthew,Mark",1,,
6,,fox,ea8a,"Matthew,Mark",1,"know,knowledge: small,few: animal",
53,,fragrant,e097,"Matthew,Mark",1,good: nose,perfume
36,,free,e260,"Matthew,Mark",1,,freedom
36,,freedom,e260,"Matthew,Mark",1,,free
12,,friend,e024,"Matthew,Mark",1,"person: love,compassion",
53,,from,e31a,"Matthew,Mark",1,"To,forward",
44,,fruit,e27e,"Matthew,Mark",1,,
25,,fulfill,e0d2,"Matthew,Mark",1,"end,finish: eye,see: to,forward",
41,,full,e276,"Matthew,Mark",1,"cup,drink",
18,,futile,e190,"Matthew,Mark",1,"no,not: thing: work,do",useless
16,,future,e16e,"Matthew,Mark",1,"time: to,forward",
,,Gadara,e33f,"Matthew, Mark",2,"chain,arrest,bound,imprisoned: village: many: neighbor: house: near",Gerasenes
,,Galilee,e337,"Matthew, Mark",2,"house: cross: land,ground,earth",
48,,gate,e289,"Matthew,Mark",1,wall: door,
12,,gathered_people,e126,"Matthew,Mark",1,person: people,together(people)
11,,gathered_things,e108,"Matthew,Mark",1,thing,together(things)
12,,generation,e019,"Matthew,Mark",1,"big: small,few: man",
,,Gennesaret,e341,"Matthew, Mark",2,"money,wealth,wealthy: land,ground,earth",
12,,gentile,e158,"Matthew,Mark",1,"person: no,not: land,ground,earth",sojourner:foreigner
39,,gentle,e26d,"Matthew,Mark",1,"soft: can,ability,power: big: knife,cut",gentleness
39,,gentleness,e26d,"Matthew,Mark",1,"soft: can,ability,power: big: knife,cut",gentle
,,Gerasenes,e33f,"Matthew, Mark",2,"chain,arrest,bound,imprisoned: village: many: neighbor: house: near",Gadara
,,Gethsemane,e34a,"Matthew, Mark",2,"oil: land,ground,earth: money,wealth,wealthy: wet,water",
7,,gift,e072,"Matthew,Mark",1,"hand: love,compassion",
20,,girl,e009,"Matthew,Mark",1,"woman: small,few",
20,,girls,e00a,"Matthew,Mark",1,"woman: small,few",
7,,give,e086,"Matthew,Mark",1,"hand: love,compassion: to,forward",for
5,,glory,e217,"Matthew,Mark",1,"very: praise,worship,exalt: mouth,said,speak: good",
22,,gluttony,ea8c,"Matthew,Mark",1,"very: food,eat,meal: mouth,said,speak: thing",
51,,go ,e381,"Matthew,Mark",1,,trip:go:journey:travel
7,,go_down,e080,"Matthew,Mark",1,hand: down,lower_verb
39,,goat,ea7d,"Matthew,Mark",1,sheep: soft: bone,
,,God,e036,"Matthew, Mark",2,"king,ruler,crown,lord: man: love,compassion",
12,,godly,e130,"Matthew,Mark",1,"person: righteous,righteousness: good: work,do",saint:righteous_person
12,,gold,eb2a,"Matthew,Mark",1," big: money,wealth,wealthy",
,,Golgotha,e34b,"Matthew, Mark",2,"skull: land,ground,earth: face",Joda
